Prompt,Antagonist,Protagonist,Innocent,Foreign Adversary,Virtuous,Incompetent,Martyr,Deceiver,Saboteur,Instigator,Underdog,Victim,Peacemaker,Rebel,Guardian,Tyrant,Bigot,Terrorist,Exploited,Forgotten,Conspirator,Corrupt,Spy,Traitor,Scapegoat
"provided context: recent $300 million package would last weeks. “united states let ukraine fail”, austin said opening meeting germany ukraine’s international supporters, seeking secure assistance kyiv. “we remain determined provide ukrainee resources needs resist kremlin’s aggression,” said. washington announced $300 million assistance ukraine last week, austin said possible due savings recent purchases. “we able support much-needed package identifying some, decide label mentioned entity: ukraine.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"provided context: nnel, also number pieces equipment taken out.” austin said remarks tuesday “russia paid staggering cost (president vladimir) putin’s imperial dreams”, using “up $211 billion equip, deploy, maintain, sustain imperial aggression ukrainee.” “at least 315,000 russian troops killed wounded” since russia launched all-out invasion ukraine 2022, austin said, adding ukraine also “sunk, destroyed, damaged 20 medium-to-large russian navy vessels.” sinkings embarrassment moscow , decide label mentioned entity: ukraine.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ukraine.” “at least 315,000 russian troops killed wounded” since russia launched all-out invasion ukraine 2022, austin said, adding ukraine also “sunk, destroyed, damaged 20 medium-to-large russian navy vessels.” sinkings embarrassment moscoww russian state media confirmed tuesday country replaced head navy. austin us officials spearheaded push international support ukraine, quickly forging coalition back kyiv russia invaded coordinating aid dozens countries. , decide label mentioned entity: moscow.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ad navy. austin us officials spearheaded push international support ukraine, quickly forging coalition back kyiv russia invaded coordinating aid dozens countries. speaking ramstein us base, german defence minister boris pistorius said berlinn offered another half million euros worth military aid ukraine. “that includes 10,000 rounds ammunition stock armed forces,” told journalists. germany ukraine’s second biggest donor military support, washington, committed tens billions d, decide label mentioned entity: berlin.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: nating aid dozens countries. speaking ramstein us base, german defence minister boris pistorius said berlin offered another half million euros worth military aid ukraine. “that includes 10,000 rounds ammunition stock armed forces,” told journalists. germanyy ukraine’s second biggest donor military support, washington, committed tens billions dollars aid kyiv since february 2022., decide label mentioned entity: germany.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: e, german defence minister boris pistorius said berlin offered another half million euros worth military aid ukraine. “that includes 10,000 rounds ammunition stock armed forces,” told journalists. germany ukraine’s second biggest donor military support, washingtonn, committed tens billions dollars aid kyiv since february 2022., decide label mentioned entity: washington.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: st china height cultural revolution would considered thing. truth lives https://sgtreport.tv/ late last week, eve russia-china leadership summit moscow, europe’s international criminal court (icc) hague issued arrest warrant russian president vladimir putinn, man controls world’s largest nuclear arsenal, whose striking power enhanced revolutionary hypersonic delivery systems. charges putin ordered humanitarian evacuation children dangerous ukraine warzone, icc also ord, decide label mentioned entity: president vladimir putin.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: n moscow, europe’s international criminal court (icc) hague issued arrest warrant russian president vladimir putin, man controls world’s largest nuclear arsenal, whose striking power enhanced revolutionary hypersonic delivery systems. charges putinn ordered humanitarian evacuation children dangerous ukraine warzone, icc also ordered arrest maria lvova-belova, russian commissioner children’s rights. yet oddly enough, icc action ever taken american secretary state m, decide label mentioned entity: putin.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: revolutionary hypersonic delivery systems. charges putin ordered humanitarian evacuation children dangerous ukraine warzone, icc also ordered arrest maria lvova-belova, russian commissioner children’s rights. yet oddly enough, iccc action ever taken american secretary state madeleine albright, famously declared 1996 deaths 500,000 iraqi children brought american economic sanctions supported “worth it.” indeed, 2016 national security advisor john bolton level, decide label mentioned entity: icc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"provided context: ms. charges putin ordered humanitarian evacuation children dangerous ukraine warzone, icc also ordered arrest maria lvova-belova, russian commissioner children’s rights. yet oddly enough, icc action ever taken american secretary state madeleine albrightt, famously declared 1996 deaths 500,000 iraqi children brought american economic sanctions supported “worth it.” indeed, 2016 national security advisor john bolton leveled harsh threats icc judges dared take legal action am, decide label mentioned entity: american secretary state madeleine albright.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"provided context: dly enough, icc action ever taken american secretary state madeleine albright, famously declared 1996 deaths 500,000 iraqi children brought american economic sanctions supported “worth it.” indeed, 2016 national security advisor john boltonn leveled harsh threats icc judges dared take legal action americans accused torture murder, many noticed strange lack icc even-handedness years. international criminal court don’t recognize issued arrest warrant against, decide label mentioned entity: john bolton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: ons since ww2. pic.twitter.com/e8ffvvchbn — kim dotcom (@kimdotcom) march 18, 2023 issuing press release even arrest warrant necessarily determine events real life, moscow summit putin chinese leader xi jinping hardly disturbed. taken together, russiaa china control substantial fraction world’s natural resources industrial capacity, although global propaganda presence weak, former factors important elements real world power. example this, last week saudi arabia iran, two mos, decide label mentioned entity: russia.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: w2. pic.twitter.com/e8ffvvchbn — kim dotcom (@kimdotcom) march 18, 2023 issuing press release even arrest warrant necessarily determine events real life, moscow summit putin chinese leader xi jinping hardly disturbed. taken together, russia chinaa control substantial fraction world’s natural resources industrial capacity, although global propaganda presence weak, former factors important elements real world power. example this, last week saudi arabia iran, two importan, decide label mentioned entity: china.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: disturbed. taken together, russia china control substantial fraction world’s natural resources industrial capacity, although global propaganda presence weak, former factors important elements real world power. example this, last week saudi arabiaa iran, two important middle eastern countries, announced beijing negotiations held chinese auspices reestablished diplomatic relations despite many years bitter hostility: - russia, china, iran…and saudi arabia? ron unz • unz review • march 13, , decide label mentioned entity: saudi arabia.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: aken together, russia china control substantial fraction world’s natural resources industrial capacity, although global propaganda presence weak, former factors important elements real world power. example this, last week saudi arabia irann, two important middle eastern countries, announced beijing negotiations held chinese auspices reestablished diplomatic relations despite many years bitter hostility: - russia, china, iran…and saudi arabia? ron unz • unz review • march 13, 2023 • 3,, decide label mentioned entity: iran.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: astern countries, announced beijing negotiations held chinese auspices reestablished diplomatic relations despite many years bitter hostility: - russia, china, iran…and saudi arabia? ron unz • unz review • march 13, 2023 • 3,200 words last months, americaa western allies declared unilateral right set cap price russia charges oil, seeking use dominance international financial infrastructure reduce russian revenue sale natural resources countries. russia saudi arabia a, decide label mentioned entity: america.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: , announced beijing negotiations held chinese auspices reestablished diplomatic relations despite many years bitter hostility: - russia, china, iran…and saudi arabia? ron unz • unz review • march 13, 2023 • 3,200 words last months, america western alliess declared unilateral right set cap price russia charges oil, seeking use dominance international financial infrastructure reduce russian revenue sale natural resources countries. russia saudi arabia two world’s l, decide label mentioned entity: western allies.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
